__v,_id,amount,checkoutUrl,createdAt,createdBy,payWith,paymentApproved,recipientAddress,statusUrl,txId,updatedAt
0,639c3e4fe0d274ace036d3f9,1.20000000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL6A9KU9XGUK2YNM2FCJPFIF&key=4e745606970b3387f972fbef0bf3e524,2022-12-16T09:45:51.207Z,63888104b0128f4bbef3ccac,BTC,true,3HGPrdxfFrpQRwaupQzZKJ94pJgjYASd8r,https://www.coinpayments.net/index.php?cmd=status&id=CPGL6A9KU9XGUK2YNM2FCJPFIF&key=4e745606970b3387f972fbef0bf3e524,CPGL6A9KU9XGUK2YNM2FCJPFIF,2022-12-16T09:45:51.207Z
0,639c3f6fe0d274ace036d3fc,704.90484000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL0RO20EEWGBDYHKD9ST5LZX&key=fc7cb4a617cfd8c56bb4515b3345ff21,2022-12-16T09:50:39.890Z,63888104b0128f4bbef3ccac,LTC,false,M8mfCqVhAkkJwABxaSXUFCeAy9LekYqm7D,https://www.coinpayments.net/index.php?cmd=status&id=CPGL0RO20EEWGBDYHKD9ST5LZX&key=fc7cb4a617cfd8c56bb4515b3345ff21,CPGL0RO20EEWGBDYHKD9ST5LZX,2022-12-16T09:50:39.890Z
0,639c41985d8cdcb7bc196907,4.88000000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL1ZNY4YHBFWOGBOYEGNU8UN&key=868fd4955783b9e00571ac6023b3aa5c,2022-12-16T09:59:52.144Z,639c409e5d8cdcb7bc196902,BTC,false,3EjnNCkB1fvyoWykQ9pPmKLghwiKmKHYGY,https://www.coinpayments.net/index.php?cmd=status&id=CPGL1ZNY4YHBFWOGBOYEGNU8UN&key=868fd4955783b9e00571ac6023b3aa5c,CPGL1ZNY4YHBFWOGBOYEGNU8UN,2022-12-16T09:59:52.144Z
0,639c5f000b6e66f19ec342eb,1380.97896000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL16T2D8QA5NPCGSIG0I9MRQ&key=9b0e6c83d41eea5cb03939fed7269180,2022-12-16T12:05:20.591Z,63888104b0128f4bbef3ccac,LTC,false,MA2V2oGvF4TXzqN8mZZoCeutu6pmZoGxi1,https://www.coinpayments.net/index.php?cmd=status&id=CPGL16T2D8QA5NPCGSIG0I9MRQ&key=9b0e6c83d41eea5cb03939fed7269180,CPGL16T2D8QA5NPCGSIG0I9MRQ,2022-12-16T12:05:20.591Z
0,639c60260b6e66f19ec34305,300.85613000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL2UNZ5H7ARBZ2MUHEQCDXHS&key=dfdc3cb0bfe5657ce6a30dfbc1f616c4,2022-12-16T12:10:14.212Z,63888104b0128f4bbef3ccac,LTC,false,MLZM79NNbfck2BkWMBNYDuxoaZVdi5MsqE,https://www.coinpayments.net/index.php?cmd=status&id=CPGL2UNZ5H7ARBZ2MUHEQCDXHS&key=dfdc3cb0bfe5657ce6a30dfbc1f616c4,CPGL2UNZ5H7ARBZ2MUHEQCDXHS,2022-12-16T12:10:14.212Z
0,639c63b30b6e66f19ec3431d,3.40000000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL2QJS2DUXNVECBGZIEIEZ8A&key=e50837a127abf2d5bca631518cbb08b6,2022-12-16T12:25:23.142Z,63888104b0128f4bbef3ccac,BTC,false,3BdTWGHf4LvKokWwShpihof4xpEFe9fiHD,https://www.coinpayments.net/index.php?cmd=status&id=CPGL2QJS2DUXNVECBGZIEIEZ8A&key=e50837a127abf2d5bca631518cbb08b6,CPGL2QJS2DUXNVECBGZIEIEZ8A,2022-12-16T12:25:23.142Z
0,639c64390b6e66f19ec3433b,1.00000000,https://www.coinpayments.net/index.php?cmd=checkout&id=CPGL0H7L8PCSCVJKVYCS7FAFZY&key=bdb130e0ac6d133b91fe9b06aa791165,2022-12-16T12:27:37.249Z,63888104b0128f4bbef3ccac,BTC,false,37ek4JReT6FL9jfVAYKXPtD3shp1uBemZL,https://www.coinpayments.net/index.php?cmd=status&id=CPGL0H7L8PCSCVJKVYCS7FAFZY&key=bdb130e0ac6d133b91fe9b06aa791165,CPGL0H7L8PCSCVJKVYCS7FAFZY,2022-12-16T12:27:37.249Z
